Proteome Id,Organism,Organism Id,Protein count,CPD,Taxon mnemonic,Components,Genome assembly ID,Genome representation,Complete,Single,Double,Fragmented,Missing,Count,Taxonomy_Root,Taxonomy_Domain,Taxonomy_Clade1,Taxonomy_Phylum,Taxonomy_Clade2,Taxonomy_Class,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Level_11
UP000622407,Haloferax sp. AS1,2562277,3653,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_014530665.1,full,99.3,97.8,1.5,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000682567,Halorubrum sp. 2020YC2,2836432,2828,Unknown,9EURY,Chromosome,GCA_018623055.1,full,95.4,94.9,0.4,0.4,4.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000697372,Natronococcus sp. JC468,1961921,3912,Unknown,9EURY,Unassembled WGS sequence,GCA_012163165.1,full,98.6,96.7,1.9,0.2,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,unclassified Natronococcus,
UP001062956,Haladaptatus sp. T7,2029368,4306,Unknown,9EURY,Unassembled WGS sequence,GCA_026008575.1,full,99.1,98.0,1.1,0.0,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP001158858,Halorubrum sp. DM2,2527867,3287,Unknown,9EURY,Chromosome 1,GCA_901686465.1,full,97.2,95.9,1.3,0.7,2.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP001187410,Halorubrum distributum,29283,3235,Unknown,9EURY,Unassembled WGS sequence,GCA_033100775.1,full,98.1,97.2,0.9,0.3,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,
UP001204070,Haladaptatus sp. AB643,2934174,4718,Unknown,9EURY,Unassembled WGS sequence,GCA_024136975.1,full,98.9,97.6,1.3,0.2,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP001206436,Haladaptatus sp. AB618,2934173,4704,Unknown,9EURY,Unassembled WGS sequence,GCA_024136965.1,full,98.8,97.5,1.3,0.0,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP001206718,Haloarchaeobius sp. HME9146,2978732,4122,Unknown,9EURY,Unassembled WGS sequence,GCA_025399835.1,full,99.2,98.6,0.7,0.1,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Haloarchaeobius,unclassified Haloarchaeobius,
UP001243835,Halalkalicoccus sp. NIPERK01,3053469,3635,Unknown,9EURY,Unassembled WGS sequence,GCA_030287405.1,full,98.8,98.0,0.8,0.0,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,unclassified Halalkalicoccus,
UP001264507,Haloferax sp. S2CR25,2950535,4300,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_031624535.1,full,99.4,96.9,2.5,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP001292184,Halorubrum sp. AD140,3050073,3675,Unknown,9EURY,Unassembled WGS sequence,GCA_034497445.1,full,96.2,92.4,3.9,1.8,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP001311163,Salarchaeum sp. III,3107927,2944,Unknown,9EURY,Unassembled WGS sequence,GCA_036418315.1,full,98.3,98.2,0.1,0.0,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,unclassified Salarchaeum,
UP001567449,Halobaculum sp. MBLA0143,3079933,3505,Unknown,9EURY,Unassembled WGS sequence,GCA_041361465.1,full,96.6,96.2,0.3,0.2,3.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,unclassified Halobaculum,
UP001567488,Halobaculum sp. MBLA0147,3079934,3918,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_041361345.1,full,96.0,95.7,0.3,0.1,3.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,unclassified Halobaculum,
UP001595991,Halorussus sp. GCM10023401,3252680,4948,Unknown,9EURY,Unassembled WGS sequence,GCA_042654845.1,full,96.8,95.8,1.0,1.3,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,unclassified Halorussus,
UP001595992,Halostagnicola sp. GCM10023398,3252683,4385,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042654865.1,full,98.8,95.1,3.7,0.0,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,unclassified Halostagnicola,
UP001596009,Halostagnicola sp. GCM10023243,3252682,4345,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042653415.1,full,98.5,96.5,2.0,0.0,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,unclassified Halostagnicola,
UP001596371,Halomicroarcula sp. GCM10025817,3252672,3677,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042662305.1,full,99.9,99.2,0.7,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001596372,Haladaptatus sp. GCM10026878,3252660,3920,Unknown,9EURY,Unassembled WGS sequence,GCA_042661925.1,full,98.8,95.5,3.3,0.1,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP001596374,Saliphagus sp. GCM10025317,3252691,3935,Unknown,9EURY,Unassembled WGS sequence,GCA_042663665.1,full,97.9,92.8,5.1,0.1,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Saliphagus,unclassified Saliphagus,
UP001596396,Halobellus sp. GCM10025813,3252665,3745,Unknown,9EURY,Unassembled WGS sequence,GCA_042662005.1,full,98.9,97.8,1.1,0.0,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,unclassified Halobellus,
UP001596399,Saliphagus sp. GCM10025334,3252692,4090,Unknown,9EURY,Unassembled WGS sequence,GCA_042663485.1,full,98.2,97.1,1.1,0.1,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Saliphagus,unclassified Saliphagus,
UP001596420,Salinirubellus sp. GCM10025818,3252688,4937,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042662185.1,full,99.0,97.1,1.9,0.1,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Salinirubellus,unclassified Salinirubellus,
UP001596428,Salinibaculum sp. GCM10025337,3252686,3905,Unknown,9EURY,Unassembled WGS sequence,GCA_042663385.1,full,98.9,97.3,1.5,0.0,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Salinibaculum,unclassified Salinibaculum,
UP001596430,Halalkalicoccus sp. GCM10025322,3252661,4176,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042663525.1,full,97.7,96.1,1.5,0.2,2.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,unclassified Halalkalicoccus,
UP001596433,Natronoarchaeum sp. GCM10025321,3252684,3466,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042663585.1,full,98.8,96.1,2.7,0.1,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,unclassified Natronoarchaeum,
UP001596464,Halomicroarcula sp. GCM10025324,3252667,3725,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042663425.1,full,99.2,98.2,1.0,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001596465,Halomicroarcula sp. GCM10025335,3252668,3925,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_042663445.1,full,98.8,97.8,1.0,0.0,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001596469,Halomicroarcula sp. GCM10025743,3252671,3410,Standard,9EURY,Unassembled WGS sequence,GCA_042662805.1,full,99.8,98.9,0.9,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001596502,Salinirubellus sp. GCM10025899,3252689,4978,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_042664605.1,full,98.8,95.9,2.9,0.1,1.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Salinirubellus,unclassified Salinirubellus,
UP000011577,Haloferax volcanii JCM 10717,1227458,3623,Close to standard (high value),HALVO,Unassembled WGS sequence,GCA_000336735.1,full,98.5,96.7,1.8,0.6,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,
UP000011618,Natrinema pallidum DSM 3751,1227495,3844,Unknown,9EURY,Unassembled WGS sequence,GCA_000337615.1,full,97.0,96.6,0.4,0.4,2.6,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,
UP000193587,Halorubrum ezzemoulense DSM 17463,1121945,3317,Unknown,HALEZ,Unassembled WGS sequence,GCA_002114285.1,full,99.1,98.8,0.3,0.5,0.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum ezzemoulense,
UP000682967,Haloarcula sinaiiensis ATCC 33800,662476,4348,Outlier (high value),9EURY,Chromosome; Plasmid pHsi117; Plasmid pHsi139; Plasmid pHsi204; Plasmid pHsi388; Plasmid pHsi540; Plasmid pHsi55,GCA_018200015.1,full,99.9,99.3,0.6,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sinaiiensis,
UP000007813,Halogranum salarium B-1,1210908,4824,Unknown,9EURY,Unassembled WGS sequence,GCA_000283335.1,full,98.7,97.3,1.3,0.7,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum,
UP000011573,Haloarcula argentinensis DSM 12282,1230451,4105,Unknown,HALAR,Unassembled WGS sequence,GCA_000336895.1,full,99.0,98.2,0.8,0.3,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula argentinensis,
UP000011594,Natrinema thermotolerans DSM 11552,1227489,3858,Unknown,9EURY,Unassembled WGS sequence,GCA_000337115.1,full,98.1,96.7,1.4,0.3,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans,
UP000011679,Haloferax larsenii JCM 13917,1227460,3630,Unknown,HALLR,Unassembled WGS sequence,GCA_000336955.1,full,98.8,98.6,0.3,0.6,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax larsenii,
UP000014072,Salinarchaeum sp. Harcht-Bsk1,1333523,3013,Unknown,9EURY,Chromosome,GCA_000403645.1,full,96.7,96.0,0.7,0.2,3.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natronoarchaeaceae,Salinarchaeum,unclassified Salinarchaeum,
UP000256265,Haloferax sp. Atlit-4N,2077206,4043,Unknown,9EURY,Unassembled WGS sequence,GCA_003383025.1,full,100.0,99.9,0.1,0.0,0.0,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000256350,Haloferax sp. Atlit-12N,2077203,3929,Unknown,9EURY,Unassembled WGS sequence,GCA_003383095.1,full,99.3,98.1,1.2,0.1,0.6,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000256408,Haloferax sp. Atlit-47N,2077199,3767,Unknown,9EURY,Unassembled WGS sequence,GCA_003383065.1,full,99.6,99.2,0.4,0.0,0.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000256662,Haloferax sp. Atlit-6N,2077205,4426,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003383195.1,full,99.1,96.9,2.2,0.2,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000257001,Haloferax sp. Atlit-19N,2077201,3929,Unknown,9EURY,Unassembled WGS sequence,GCA_003382985.1,full,100.0,99.7,0.3,0.0,0.0,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000257034,Haloferax sp. Atlit-16N,2077202,3835,Unknown,9EURY,Unassembled WGS sequence,GCA_003383085.1,full,99.4,97.9,1.5,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000257063,Haloferax sp. Atlit-24N,2077200,3788,Unknown,9EURY,Unassembled WGS sequence,GCA_003383005.1,full,99.6,99.3,0.3,0.0,0.4,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000265841,Haloferax sp. Atlit-10N,2077204,4231,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003586325.1,full,99.4,97.2,2.2,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000268116,Haloarcula sp. Atlit-7R,2282125,4435,Unknown,9EURY,Unassembled WGS sequence,GCA_003666065.1,full,99.9,99.4,0.4,0.1,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000273671,Haloferax sp. Atlit-109R,2282134,3783,Unknown,9EURY,Unassembled WGS sequence,GCA_003665865.1,full,99.5,99.2,0.3,0.0,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000274544,Haloferax sp. Atlit-105R,2282133,3802,Unknown,9EURY,Unassembled WGS sequence,GCA_003665905.1,full,99.5,99.1,0.4,0.0,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000276965,Halorubrum sp. Atlit-28R,2282129,3396,Unknown,9EURY,Unassembled WGS sequence,GCA_003665955.1,full,99.5,98.7,0.8,0.0,0.5,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000277703,Halobellus sp. Atlit-38R,2282131,3864,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_003665925.1,full,99.0,97.6,1.4,0.1,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,unclassified Halobellus,
UP000278043,Halococcus sp. IIIV-5B,2321230,3722,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_003602035.1,full,97.3,96.6,0.8,0.8,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,unclassified Halococcus,
UP000278611,Halobellus sp. Atlit-31R,2282130,3731,Unknown,9EURY,Unassembled WGS sequence,GCA_003665935.1,full,98.7,98.5,0.2,0.0,1.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,unclassified Halobellus,
UP000279219,Halorubrum sp. Atlit-9R,2282127,3216,Unknown,9EURY,Unassembled WGS sequence,GCA_003666005.1,full,99.8,74.3,25.5,0.0,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000279411,Halorubrum sp. Atlit-26R,2282128,4158,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003666015.1,full,97.9,96.8,1.1,0.3,1.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000283923,Haloarcula sp. Atlit-120R,2282135,4156,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003665885.1,full,100.0,99.8,0.2,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000284370,Halorubrum sp. Atlit-8R,2282126,3220,Unknown,9EURY,Unassembled WGS sequence,GCA_003666025.1,full,99.8,99.5,0.3,0.0,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000286062,Haloarcula sp. Atlit-47R,2282132,4082,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_003665985.1,full,99.8,99.1,0.7,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000288765,Halorubrum sp. BOL3-1,2497325,3241,Unknown,9EURY,Plasmid p117; Chromosome; Plasmid p163; Plasmid p13,GCA_004114375.1,full,96.5,95.6,0.9,0.2,3.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000440649,Natrialba sp. INN-245,2690967,3793,Unknown,9EURY,Unassembled WGS sequence,GCA_009807105.1,full,98.3,97.9,0.4,0.2,1.5,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,unclassified Natrialba,
UP000503032,Haloarcula sp. JP-L23,2716717,4757,Unknown,9EURY,Chromosome; Plasmid unnamed1; Plasmid unnamed2; Plasmid unnamed3; Plasmid unnamed4; Plasmid unnamed5,GCA_011602445.1,full,98.1,95.9,2.2,0.0,1.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000720740,Haloarcula sp. R1-2,2715750,3982,Unknown,9EURY,Unassembled WGS sequence,GCA_011627385.1,full,100.0,99.4,0.6,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP000752746,Halorubellus sp. JP-L1,2715753,3596,Unknown,9EURY,Unassembled WGS sequence,GCA_011440375.1,full,99.1,98.8,0.3,0.0,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halorubellaceae,Halorubellus,unclassified Halorubellus,
UP000753532,Halostella sp. JP-L12,2716716,4052,Unknown,9EURY,Unassembled WGS sequence,GCA_011440285.1,full,99.8,98.8,1.0,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natronoarchaeaceae,Halostella,unclassified Halostella,
UP001179180,Halorussus sp. JP-T4,2716718,4233,Unknown,9EURY,Unassembled WGS sequence,GCA_011440385.1,full,99.2,97.2,2.0,0.0,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,unclassified Halorussus,
UP001182263,Haloarcula sp. 1CSR25-25,2862545,4741,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_032027985.1,full,99.8,98.3,1.4,0.0,0.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001193580,Halolamina sp. R1-12,2715752,3157,Unknown,9EURY,Unassembled WGS sequence,GCA_011627345.1,full,97.0,96.2,0.8,0.1,2.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,unclassified Halolamina,
UP001213575,Haloarculaceae archaeon H-GB1-1,3037652,4204,Unknown,9EURY,Unassembled WGS sequence,GCA_029688825.1,full,98.6,97.8,0.8,0.2,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,unclassified Haloarculaceae,,
UP001221828,Natronococcus sp. A-GB7,3037649,4784,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_029688865.1,full,98.6,95.6,3.0,0.0,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,unclassified Natronococcus,
UP001224984,Halobellus sp. H-GB7,3069756,3471,Standard,9EURY,Unassembled WGS sequence,GCA_030848585.1,full,98.9,98.0,0.9,0.1,1.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,unclassified Halobellus,
UP001236773,Haloarcula sp. H-GB4,3069755,4146,Unknown,9EURY,Unassembled WGS sequence,GCA_030848575.1,full,100.0,99.1,0.9,0.0,0.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001244089,Natronolimnohabitans sp. A-GB9,3069757,4127,Unknown,9EURY,Unassembled WGS sequence,GCA_030848565.1,full,98.6,96.7,1.9,0.0,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronolimnohabitans,unclassified Natronolimnohabitans,
UP001253070,Haloarcula sp. S1AR25-4,2950538,4300,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_031624555.1,full,99.7,98.7,1.0,0.0,0.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,unclassified Haloarcula,
UP001256544,Haloferax sp. S2CR25-2,2951080,4300,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_031626475.1,full,99.4,96.9,2.5,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP001258269,Halalkaliarchaeum sp. AArc-GB,3074078,3236,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_031432225.1,full,96.2,94.9,1.3,0.0,3.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,unclassified Halalkaliarchaeum,
UP001260947,Natrinema sp. 1APR25-10V2,2951081,5323,Unknown,9EURY,Unassembled WGS sequence,GCA_031626495.1,full,99.0,95.5,3.5,0.2,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP001321560,Natronococcus sp. A-GB1,3037648,4411,Unknown,9EURY,Unassembled WGS sequence,GCA_029688845.1,full,98.5,96.6,1.9,0.1,1.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronococcus,unclassified Natronococcus,
